stop_id,stop_cause,service_area,subject_race,subject_sex,subject_age,date_time,sd_resident,arrested,searched,obtained_consent,contraband_found,property_seized,action,search_type,search_basis
687243,Equipment Violation,120,H,F,25,11/16/2017 22:27,Y,N,N,,,,Citation,,
687462,Moving Violation,710,H,F,54,11/16/2017 22:35,N,N,N,,,,Verbal Warning,,
687558,Equipment Violation,120,W,M,48,11/16/2017 22:41,N,N,N,,,,Verbal Warning,,
687591,Equipment Violation,Unknown,W,M,49,11/16/2017 22:42,Y,Y,Y,N,Y,Y,misdemeanor arrest,"Vehicle, Driver",4th Waiver Search
687893,Equipment Violation,620,A,M,29,11/16/2017 22:50,N,N,N,,,,Verbal Warning,,
688021,Equipment Violation,120,W,M,23,11/16/2017 22:56,Y,N,N,,,,Citation,,
688046,Moving Violation,620,H,M,37,11/16/2017 22:57,N,N,N,,,,Written Warning,,
688075,Moving Violation,820,H,F,26,11/16/2017 22:59,Y,N,N,N,N,N,Verbal Warning,,
688146,Moving Violation,230,F,F,58,11/16/2017 23:02,Y,N,N,,,,Written Warning,,
688167,Equipment Violation,720,H,F,45,11/16/2017 23:02,Y,N,N,,,,Verbal Warning,,
688381,Moving Violation,320,B,M,21,11/16/2017 23:12,N,N,N,,,,Written Warning,,
688407,Moving Violation,930,W,F,20,11/16/2017 22:30,N,N,N,,,,Verbal Warning,,
688480,Moving Violation,930,W,M,30,11/16/2017 23:17,N,Y,Y,N,N,N,ARREST,"Vehicle, Driver","Inventory Search (prior to impound), Search Incident to Arrest"
688481,Moving Violation,510,W,F,60,11/16/2017 23:19,N,N,N,,,,Verbal Warning,,
688482,Moving Violation,320,W,M,39,11/16/2017 23:19,Y,N,N,,,,Verbal Warning,,
688504,Moving Violation,830,H,M,35,11/16/2017 23:21,N,N,N,,,,Verbal Warning,,
688752,Moving Violation,510,H,M,45,11/16/2017 23:40,Y,N,N,,,,Verbal Warning,,
688757,Equipment Violation,320,W,M,24,11/16/2017 23:41,Y,N,N,,,,Verbal Warning,,
688832,Equipment Violation,820,V,F,18,11/16/2017 23:46,Y,N,N,,,,Verbal Warning,,
689021,Equipment Violation,820,H,M,18,11/17/2017 0:10,Y,N,N,,,,Verbal Warning,,
689120,Moving Violation,820,O,M,30,11/17/2017 0:16,Y,N,N,,,,Citation,,
689127,Moving Violation,320,W,M,27,11/17/2017 0:16,Y,N,N,,,,Verbal Warning,,
689197,Moving Violation,820,W,M,67,11/17/2017 0:19,N,N,N,,,,Verbal Warning,,
689294,Equipment Violation,120,H,F,48,11/17/2017 0:32,Y,N,N,,,,Verbal Warning,,
689321,Moving Violation,240,W,M,40,11/17/2017 0:33,N,N,N,,,,Written Warning,,
689360,Radio Call,310,B,M,20,11/17/2017 0:34,Y,N,N,,,,Field Interview,,
689367,Equipment Violation,520,W,M,22,11/17/2017 0:36,N,N,N,,,,Verbal Warning,,
689492,Equipment Violation,620,B,M,80,11/17/2017 0:47,Y,N,N,,,,Verbal Warning,,
689565,Moving Violation,620,W,M,23,11/17/2017 0:52,Y,N,N,,,,Verbal Warning,,
689689,Equipment Violation,820,B,M,23,11/17/2017 1:11,Y,N,N,,,,Verbal Warning,,
689690,Equipment Violation,240,B,M,48,11/17/2017 1:12,Y,N,N,,,,Citation,,
689831,Equipment Violation,620,W,M,50,11/17/2017 1:23,N,N,N,,,,Citation,,
689832,Code Violation,510,H,M,25,11/17/2017 1:23,Y,N,N,,,,Citation,,
689833,Moving Violation,720,H,M,22,11/17/2017 1:25,Y,N,N,,,,Field Interview,,
689859,Equipment Violation,120,W,M,31,11/17/2017 1:28,Y,N,N,,,,Citation,,
689936,Equipment Violation,240,A,M,47,11/17/2017 1:33,Y,N,N,,,,Citation,,
689995,Equipment Violation,620,B,M,21,11/17/2017 1:38,Y,N,N,,,,Verbal Warning,,
690062,Equipment Violation,520,B,M,36,11/17/2017 1:47,Y,N,N,,,,Citation,,
690208,Equipment Violation,520,W,F,24,11/17/2017 2:02,Y,N,N,,,,Verbal Warning,,
690264,Code Violation,710,H,M,28,11/17/2017 2:07,Y,N,Y,N,N,N,"Field Interview, Verbal Warning",Passenger(s),Consent Search
690273,Moving Violation,820,B,M,33,11/17/2017 2:09,N,N,N,,,,Verbal Warning,,
690334,Equipment Violation,720,H,M,21,11/17/2017 2:15,Y,N,N,,,,Verbal Warning,,
690347,Equipment Violation,120,A,M,18,11/17/2017 2:17,N,N,N,,,,Verbal Warning,,
690476,Moving Violation,610,B,M,27,11/17/2017 2:28,Y,N,N,,,,Verbal Warning,,
690731,Equipment Violation,240,W,M,28,11/17/2017 2:57,Y,N,N,,,,Verbal Warning,,
690947,Moving Violation,110,H,M,40,11/17/2017 3:39,Y,N,N,,,,Verbal Warning,,
691555,Equipment Violation,310,H,M,20,11/17/2017 6:05,Y,N,Y,N,Y,Y,Citation,Vehicle,"Contraband Visible, Odor of Contraband"
691673,Moving Violation,310,W,M,26,11/17/2017 6:30,N,N,N,,,,Written Warning,,
691682,Equipment Violation,110,H,M,51,11/16/2017 22:26,Y,Y,Y,N,N,Y,ARREST,"Vehicle, Driver",Search Incident to Arrest
691819,Moving Violation,120,W,M,21,11/17/2017 6:45,Y,Y,Y,N,N,N,arrest,"Vehicle, Driver",Search Incident to Arrest
692501,Moving Violation,110,A,F,46,11/17/2017 7:22,Y,N,N,,,,Citation,,
692741,Moving Violation,310,K,M,23,11/17/2017 7:36,Y,N,N,,,,Citation,,
692815,Moving Violation,930,O,F,43,11/17/2017 7:41,Y,N,N,,,,Citation,,
692837,Equipment Violation,310,W,F,33,11/17/2017 7:45,N,N,N,,,,Verbal Warning,,
692943,Moving Violation,110,W,M,53,11/17/2017 7:56,Y,N,N,,,,Verbal Warning,,
693128,Moving Violation,930,O,F,39,11/17/2017 8:07,Y,N,N,,,,Citation,,
693198,Moving Violation,930,H,M,67,11/17/2017 8:11,Y,N,N,,,,Verbal Warning,,
693280,Moving Violation,230,H,F,30,11/17/2017 8:19,Y,N,N,,,,Citation,,
693311,Moving Violation,930,O,F,42,11/17/2017 8:24,Y,N,N,,,,Citation,,
693615,Equipment Violation,430,B,M,55,11/17/2017 8:41,Y,N,N,,,,Verbal Warning,,
693669,Equipment Violation,510,B,M,47,11/17/2017 8:48,Y,N,N,,,,Verbal Warning,,
694031,Moving Violation,310,H,M,35,11/17/2017 9:20,N,N,N,,,,Written Warning,,
694086,Moving Violation,310,W,F,50,11/17/2017 9:27,Y,N,N,,,,Verbal Warning,,
694281,Equipment Violation,430,B,F,20,11/17/2017 9:40,Y,N,N,,,,Verbal Warning,,
694286,Moving Violation,520,A,F,54,11/17/2017 9:35,Y,N,N,,,,Verbal Warning,,
694483,Equipment Violation,440,W,M,29,11/17/2017 9:53,Y,N,N,,,,Verbal Warning,,
694590,Equipment Violation,230,W,F,32,11/17/2017 10:06,Y,N,N,,,,Citation,,
694936,Equipment Violation,710,L,F,25,11/17/2017 10:26,Y,N,N,,,,Citation,,
694959,Equipment Violation,810,W,M,35,11/17/2017 10:29,Y,N,N,,,,Citation,,
695210,Equipment Violation,510,H,F,40,11/17/2017 10:46,N,N,N,,,,Verbal Warning,,
695834,Radio Call,440,H,M,53,11/17/2017 11:45,Y,N,N,,,,Verbal Warning,,
695860,Equipment Violation,830,H,M,47,11/17/2017 11:53,Y,N,N,,,,Citation,,
695954,Moving Violation,930,A,M,28,11/17/2017 12:03,Y,N,N,,,,Verbal Warning,,
696615,Moving Violation,610,W,M,27,11/17/2017 13:04,Y,N,N,,,,Verbal Warning,,
696756,Moving Violation,810,W,M,32,11/17/2017 13:19,Y,N,N,,,,Citation,,
696789,Equipment Violation,230,O,F,27,11/17/2017 13:22,N,N,N,,,,Citation,,
697653,Code Violation,610,W,M,60,11/17/2017 15:15,Y,N,N,,,,Verbal Warning,,
697708,Moving Violation,930,W,M,31,11/17/2017 15:17,Y,N,N,,,,Citation,,
697858,Moving Violation,310,W,M,43,11/17/2017 15:24,Y,Y,Y,N,N,N,SIC,"Vehicle, Driver","Search Incident to Arrest, Observed Evidence Related to Criminal Actvity"
698026,Equipment Violation,610,O,M,43,11/17/2017 15:36,Y,N,N,,,,Citation,,
698067,Moving Violation,520,W,M,27,11/17/2017 15:39,Y,N,N,,,,Citation,,
698130,Moving Violation,120,H,M,22,11/17/2017 15:36,Y,N,N,,,,Verbal Warning,,
698469,Moving Violation,830,W,M,65,11/17/2017 15:55,N,N,N,,,,Verbal Warning,,
699043,Moving Violation,610,O,M,44,11/17/2017 16:12,Y,N,N,,,,Citation,,
699347,Equipment Violation,440,B,M,40,11/17/2017 16:26,Y,N,N,,,,Verbal Warning,,
699754,Equipment Violation,510,K,M,34,11/17/2017 16:39,Y,N,N,,,,Field Interview,,
699777,Equipment Violation,610,H,M,41,11/17/2017 16:38,Y,N,N,,,,Citation,,
700053,Equipment Violation,820,B,M,32,11/17/2017 16:48,N,N,N,,,,Field Interview,,
700122,Moving Violation,510,H,M,28,11/17/2017 16:52,N,N,N,,,,Citation,,
700190,Moving Violation,620,W,F,25,11/17/2017 16:55,Y,N,N,,,,Citation,,
700199,Equipment Violation,930,I,M,43,11/17/2017 16:56,Y,N,N,,,,Verbal Warning,,
700240,Equipment Violation,110,W,M,19,11/17/2017 16:58,Y,N,N,,,,"Citation, Field Interview",,
700386,Moving Violation,930,A,M,20,11/17/2017 17:11,Y,N,N,,,,"Citation, Verbal Warning",,
700409,Moving Violation,930,W,M,20,11/17/2017 17:12,Y,N,N,,,,CC ONLY,,
700418,Equipment Violation,930,H,M,22,11/17/2017 17:12,N,N,N,,,,Verbal Warning,,
700879,Moving Violation,930,H,M,28,11/17/2017 16:53,N,N,N,,,,Citation,,
701216,Moving Violation,620,W,M,63,11/17/2017 17:49,Y,N,N,,,,Citation,,
701360,Equipment Violation,120,B,M,28,11/17/2017 17:54,Y,N,Y,N,N,N,Field Interview,"Vehicle, Driver",4th Waiver Search
701514,Radio Call,830,L,M,25,11/17/2017 18:00,Y,N,N,,,,Verbal Warning,,
701588,Equipment Violation,930,W,F,64,11/17/2017 18:03,Y,N,N,,,,Verbal Warning,,
701902,Equipment Violation,510,H,M,35,11/17/2017 18:17,N,N,N,,,,Verbal Warning,,
702107,Code Violation,930,A,F,40,11/17/2017 18:25,Y,N,N,,,,"Verbal Warning, SUB REPARKED VEHICLE",,
702306,Moving Violation,930,W,M,64,11/17/2017 18:34,Y,N,N,,,,Written Warning,,
702368,Moving Violation,110,H,F,20,11/17/2017 18:36,Y,N,N,,,,Verbal Warning,,
702472,Moving Violation,Unknown,A,M,25,11/17/2017 18:42,Y,N,N,,,,Verbal Warning,,
702477,Equipment Violation,510,H,M,34,11/17/2017 18:42,Y,N,N,,,,Field Interview,,
702492,Equipment Violation,830,B,M,20,11/17/2017 18:43,Y,N,N,,,,Citation,,
702567,Equipment Violation,930,W,F,55,11/17/2017 18:46,Y,N,N,,,,Verbal Warning,,
702686,Equipment Violation,930,W,F,57,11/17/2017 18:57,Y,N,N,,,,Verbal Warning,,
702757,Moving Violation,610,B,M,19,11/17/2017 19:02,Y,N,N,,,,Written Warning,,
703324,Equipment Violation,510,W,M,52,11/17/2017 19:39,Y,N,N,,,,Field Interview,,
703389,Moving Violation,720,H,F,26,11/17/2017 19:45,Y,N,N,,,,Verbal Warning,,
703410,Code Violation,930,A,M,60,11/17/2017 19:49,Y,N,N,,,,Verbal Warning,,
703573,Moving Violation,120,W,M,23,11/17/2017 19:57,N,N,N,,,,Written Warning,,
703786,Equipment Violation,710,H,M,38,11/17/2017 20:07,N,N,N,,,,Verbal Warning,,
703994,Equipment Violation,240,W,M,22,11/17/2017 19:56,N,N,N,,,,Citation,,
704025,Code Violation,720,H,M,23,11/17/2017 20:24,N,N,N,,,,Field Interview,,
704201,Moving Violation,320,H,M,20,11/17/2017 20:32,Y,N,N,,,,Verbal Warning,,
704222,Moving Violation,320,W,M,30,11/17/2017 20:33,Y,N,N,,,,Citation,,
704230,Moving Violation,710,H,M,43,11/17/2017 20:33,N,N,N,,,,Verbal Warning,,
704308,Moving Violation,120,O,M,33,11/17/2017 20:37,N,N,N,,,,Citation,,
704588,Equipment Violation,930,W,F,30,11/17/2017 20:48,Y,N,N,,,,Citation,,
704633,Moving Violation,Unknown,B,F,22,11/17/2017 20:50,N,N,N,,,,Verbal Warning,,
704757,Equipment Violation,930,W,F,71,11/17/2017 20:59,N,N,N,,,,Verbal Warning,,
704807,Suspect Info,510,S,M,35,11/17/2017 21:02,N,N,N,,,,Field Interview,,
704834,Moving Violation,710,H,F,23,11/17/2017 21:05,Y,N,N,,,,Citation,,
705600,Moving Violation,Unknown,W,M,60,11/17/2017 21:53,N,N,N,,,,Citation,,
705952,Moving Violation,320,O,M,35,11/17/2017 22:04,N,N,N,,,,Citation,,
706076,Moving Violation,120,H,M,21,11/17/2017 22:11,N,N,N,,,,Verbal Warning,,
706338,Equipment Violation,120,H,F,23,11/17/2017 22:24,Y,N,N,,,,Verbal Warning,,
706363,Moving Violation,510,S,M,50,11/17/2017 22:26,Y,N,Y,N,N,N,Citation,Driver,Consent Search
706364,Equipment Violation,610,H,F,21,11/17/2017 22:28,Y,N,N,,,,Verbal Warning,,
706526,Moving Violation,430,B,M,54,11/17/2017 22:35,Y,N,N,,,,Verbal Warning,,
706621,Equipment Violation,610,B,M,57,11/17/2017 22:40,Y,N,N,,,,Verbal Warning,,
706803,Equipment Violation,510,B,M,40,11/17/2017 22:46,N,N,N,,,,Verbal Warning,,
706926,Equipment Violation,810,W,F,22,11/17/2017 22:52,N,N,N,,,,Citation,,
707097,Equipment Violation,120,O,M,33,11/17/2017 22:59,N,N,N,,,,Verbal Warning,,
707124,Moving Violation,620,H,F,24,11/17/2017 22:56,N,N,N,,,,Citation,,
707819,Moving Violation,620,W,M,63,11/17/2017 23:33,Y,N,N,,,,Verbal Warning,,
708283,Code Violation,720,H,M,19,11/18/2017 0:05,Y,N,N,,,,Verbal Warning,,
708364,Equipment Violation,520,B,M,65,11/18/2017 0:12,N,N,N,,,,Verbal Warning,,
708369,Equipment Violation,120,W,M,32,11/18/2017 0:14,N,N,N,,,,Citation,,
708662,Equipment Violation,720,H,M,23,11/18/2017 0:34,N,N,N,,,,Citation,,
708683,Moving Violation,310,H,F,51,11/18/2017 0:35,N,N,N,,,,Citation,,
708804,Equipment Violation,510,B,M,21,11/18/2017 0:43,N,N,N,,,,Verbal Warning,,
708868,Moving Violation,520,O,M,24,11/18/2017 0:33,Y,N,N,,,,Citation,,
708906,Equipment Violation,520,H,M,26,11/18/2017 0:49,Y,N,N,,,,Verbal Warning,,
709082,Moving Violation,810,B,M,37,11/18/2017 0:56,Y,N,N,,,,Citation,,
709786,Moving Violation,520,B,M,28,11/18/2017 1:16,N,N,N,,,,Citation,,
709836,Moving Violation,520,H,M,38,11/18/2017 1:47,N,N,N,,,,Verbal Warning,,
709961,Moving Violation,620,W,F,25,11/18/2017 1:54,Y,N,N,,,,Citation,,
709970,Moving Violation,520,O,M,37,11/18/2017 1:44,N,N,N,,,,Citation,,
710005,Code Violation,720,H,M,19,11/18/2017 2:00,Y,N,Y,N,N,N,Field Interview,Passenger(s),4th Waiver Search
710140,Moving Violation,620,W,M,56,11/18/2017 2:11,Y,N,N,,,,Citation,,
710366,Moving Violation,620,B,M,22,11/18/2017 2:37,Y,N,N,,,,Citation,,
710546,Moving Violation,620,H,M,21,11/18/2017 3:06,N,N,N,,,,Verbal Warning,,
711369,Equipment Violation,520,H,M,39,11/18/2017 6:52,Y,N,N,,,,Verbal Warning,,
711974,Equipment Violation,310,W,M,37,11/18/2017 7:48,Y,N,N,,,,Verbal Warning,,
712054,Moving Violation,230,W,F,41,11/18/2017 8:02,N,N,N,,,,Written Warning,,
712172,Moving Violation,510,H,M,45,11/18/2017 8:12,Y,N,Y,N,N,N,Verbal Warning,"Vehicle, Driver",4th Waiver Search
712286,Moving Violation,620,W,F,64,11/18/2017 8:24,Y,N,N,,,,Verbal Warning,,
712379,Equipment Violation,610,W,M,53,11/18/2017 8:36,Y,N,N,N,N,N,Field Interview,,
712380,Moving Violation,310,O,F,56,11/18/2017 8:37,Y,N,N,,,,Verbal Warning,,
712539,Moving Violation,510,W,F,25,11/18/2017 8:54,Y,N,N,,,,Verbal Warning,,
712566,Moving Violation,Unknown,A,M,50,11/18/2017 8:58,Y,N,N,,,,Verbal Warning,,
712582,Equipment Violation,310,W,F,59,11/18/2017 8:59,Y,N,Y,N,N,N,Citation,Vehicle,Inventory Search (prior to impound)
712630,Moving Violation,520,W,F,39,11/18/2017 1:47,N,Y,Y,N,N,N,ARREST,"Vehicle, Driver","Inventory Search (prior to impound), Search Incident to Arrest"
712660,Code Violation,320,W,M,49,11/18/2017 9:09,Y,N,N,,,,Field Interview,,
712748,Equipment Violation,120,H,F,55,11/18/2017 9:10,N,N,N,,,,Citation,,
713172,Equipment Violation,520,W,M,47,11/18/2017 10:09,Y,N,N,,,,Citation,,
713196,Moving Violation,230,O,F,22,11/18/2017 10:13,Y,N,N,,,,Written Warning,,
713247,Moving Violation,240,H,M,49,11/18/2017 10:18,N,N,N,,,,Citation,,
713431,Equipment Violation,310,O,F,51,11/18/2017 10:30,Y,N,N,,,,Citation,,
713560,Equipment Violation,230,W,F,70,11/18/2017 10:38,Y,N,N,,,,Citation,,
713616,Equipment Violation,520,W,M,43,11/18/2017 10:45,Y,N,N,,,,Verbal Warning,,
713650,Moving Violation,230,W,F,28,11/18/2017 10:47,N,N,N,,,,Citation,,
713834,Moving Violation,510,L,F,58,11/18/2017 11:01,Y,N,N,,,,Verbal Warning,,
714044,Equipment Violation,520,W,M,25,11/18/2017 11:19,Y,N,Y,N,N,N,"Citation, VIMP",Vehicle,Inventory Search (prior to impound)
714201,Equipment Violation,930,H,M,25,11/18/2017 11:28,N,N,Y,N,N,N,Citation,Vehicle,Inventory Search (prior to impound)
714507,Equipment Violation,Unknown,O,M,44,11/18/2017 11:59,N,N,N,,,,Citation,,
714532,Equipment Violation,240,W,F,51,11/18/2017 12:02,Y,N,N,,,,Written Warning,,
714745,Equipment Violation,230,W,M,19,11/18/2017 12:32,Y,N,N,,,,Verbal Warning,,
714785,Moving Violation,230,W,F,70,11/18/2017 12:34,Y,N,N,,,,Written Warning,,
714856,Equipment Violation,610,H,M,23,11/18/2017 12:40,Y,N,N,,,,Verbal Warning,,
715023,Equipment Violation,510,H,M,22,11/18/2017 12:56,Y,N,N,,,,Verbal Warning,,
715179,Moving Violation,620,H,M,36,11/18/2017 13:08,Y,N,N,,,,Written Warning,,
715279,Equipment Violation,510,H,M,63,11/18/2017 13:17,Y,N,Y,N,N,N,Verbal Warning,Vehicle,Inventory Search (prior to impound)
715432,Moving Violation,120,W,M,25,11/18/2017 13:37,Y,N,N,,,,Citation,,
715433,Moving Violation,230,O,M,22,11/18/2017 13:40,Y,N,N,,,,Written Warning,,
715690,Equipment Violation,820,I,M,40,11/18/2017 14:07,Y,N,N,,,,Verbal Warning,,
715718,Moving Violation,Unknown,A,M,41,11/18/2017 14:11,Y,N,N,,,,Written Warning,,
715837,Equipment Violation,520,W,F,35,11/18/2017 14:18,N,N,N,,,,Verbal Warning,,
715865,Equipment Violation,520,W,M,28,11/18/2017 14:31,Y,N,N,,,,FIXED ON SCENE,,
715876,Equipment Violation,240,V,M,53,11/18/2017 14:29,Y,N,N,,,,Written Warning,,
716666,Code Violation,430,B,M,56,11/18/2017 15:24,Y,N,N,,,,Citation,,
716675,Suspect Info,510,W,M,40,11/18/2017 15:24,Y,N,Y,N,N,N,Verbal Warning,Driver,4th Waiver Search
716802,Equipment Violation,430,B,M,22,11/18/2017 15:34,Y,N,N,,,,Verbal Warning,,
716815,Equipment Violation,440,H,F,26,11/18/2017 15:34,Y,N,N,,,,Citation,,
717128,Equipment Violation,930,W,F,30,11/18/2017 15:48,N,N,N,,,,Verbal Warning,,
717532,Code Violation,620,H,M,21,11/18/2017 16:09,Y,Y,Y,N,Y,Y,arrest,"Vehicle, Driver, Passenger(s)","Contraband Visible, 4th Waiver Search"
717574,Moving Violation,240,B,F,31,11/18/2017 16:12,Y,N,N,,,,Verbal Warning,,
717575,Radio Call,320,W,M,31,11/18/2017 16:12,Y,N,N,,,,Citation,,
717849,Moving Violation,510,H,F,20,11/18/2017 16:20,Y,N,N,,,,Verbal Warning,,
717885,Equipment Violation,710,H,M,51,11/18/2017 16:22,Y,N,N,,,,Verbal Warning,,
717980,Moving Violation,230,S,M,41,11/18/2017 16:27,N,N,N,,,,Citation,,
717997,Code Violation,430,B,M,36,11/18/2017 16:28,Y,N,N,,,,Field Interview,,
718192,Equipment Violation,310,W,M,39,11/18/2017 16:35,Y,N,N,,,,Citation,,
718193,Moving Violation,230,H,M,44,11/18/2017 16:35,N,N,N,,,,"Written Warning, WARNING",,
718367,Equipment Violation,510,B,M,23,11/18/2017 16:47,Y,N,Y,N,N,N,Verbal Warning,"Vehicle, Passenger(s)",4th Waiver Search
718483,Moving Violation,710,H,M,39,11/18/2017 16:51,Y,N,N,,,,Verbal Warning,,
718492,Moving Violation,440,H,M,34,11/18/2017 16:51,Y,N,Y,N,N,N,Field Interview,"Vehicle, Driver",Consent Search
718549,Equipment Violation,430,H,M,55,11/18/2017 16:56,Y,N,N,,,,Verbal Warning,,
718835,Equipment Violation,710,W,M,52,11/18/2017 17:07,Y,N,N,,,,Citation,,
718979,Equipment Violation,430,H,M,31,11/18/2017 17:12,Y,N,N,,,,Verbal Warning,,
719082,Equipment Violation,440,H,F,40,11/18/2017 17:15,Y,N,N,,,,citizen contact,,
719183,Moving Violation,230,K,F,51,11/18/2017 17:22,Y,N,N,,,,Verbal Warning,,
719342,Moving Violation,230,W,F,74,11/18/2017 17:31,Y,N,N,,,,"Verbal Warning, WARNING",,
719438,Equipment Violation,710,H,F,31,11/18/2017 17:32,Y,N,N,,,,"Field Interview, Verbal Warning",,
719485,Moving Violation,930,A,M,27,11/18/2017 17:36,Y,N,N,,,,Citation,,
719837,Equipment Violation,120,W,F,33,11/18/2017 17:26,Y,N,N,,,,Verbal Warning,,
719961,Equipment Violation,710,H,F,32,11/18/2017 17:51,N,N,N,,,,Citation,,
720016,Moving Violation,230,B,M,24,11/18/2017 17:55,Y,N,N,,,,Citation,,
720039,Code Violation,430,B,M,60,11/18/2017 17:57,Y,N,N,,,,Verbal Warning,,
720040,Moving Violation,610,W,F,25,11/18/2017 17:56,N,N,N,,,,Verbal Warning,,
720079,Moving Violation,440,B,M,41,11/18/2017 18:00,Y,N,N,N,N,N,Citation,,
720248,Equipment Violation,Unknown,B,M,19,11/18/2017 18:09,N,N,N,,,,Citation,,
720448,Suspect Info,440,H,F,26,11/18/2017 18:18,Y,N,N,,,,Verbal Warning,,
720449,Equipment Violation,240,W,F,28,11/18/2017 18:18,Y,N,N,,,,Verbal Warning,,
720504,Moving Violation,120,A,M,66,11/18/2017 18:22,Y,N,N,,,,Verbal Warning,,
720632,Moving Violation,120,C,F,49,11/18/2017 18:30,Y,N,N,,,,Verbal Warning,,
720709,Equipment Violation,120,W,M,48,11/18/2017 18:34,Y,N,N,,,,Verbal Warning,,
720980,Moving Violation,510,W,M,58,11/18/2017 18:47,Y,N,N,,,,Verbal Warning,Vehicle,
721081,Equipment Violation,710,H,M,36,11/18/2017 18:55,Y,N,N,,,,Verbal Warning,,
721099,Equipment Violation,430,B,M,47,11/18/2017 18:58,N,N,N,,,,Verbal Warning,,
721181,Equipment Violation,430,H,M,22,11/18/2017 19:04,Y,N,N,,,,Verbal Warning,,
721186,Moving Violation,520,B,M,50,11/18/2017 19:04,Y,N,N,,,,Verbal Warning,,
721503,Moving Violation,120,H,M,23,11/18/2017 19:34,N,N,N,,,,Verbal Warning,,
721691,Equipment Violation,120,W,M,21,11/18/2017 19:49,Y,N,N,,,,Verbal Warning,,
721752,Equipment Violation,430,O,M,27,11/18/2017 19:53,Y,N,N,,,,Verbal Warning,,
721759,Equipment Violation,510,H,M,21,11/18/2017 19:55,N,N,N,,,,Verbal Warning,,
721795,Equipment Violation,120,W,M,42,11/18/2017 19:58,Y,N,N,,,,Verbal Warning,,
721800,Equipment Violation,120,W,F,24,11/18/2017 19:59,Y,N,N,,,,Verbal Warning,,
721941,Equipment Violation,120,A,M,33,11/18/2017 20:09,Y,N,N,,,,Citation,,
721988,Radio Call,620,H,M,32,11/18/2017 20:14,Y,Y,Y,N,N,N,arrest,Driver,Search Incident to Arrest
722087,Moving Violation,320,W,M,42,11/18/2017 20:21,Y,N,N,,,,Verbal Warning,,
722197,Moving Violation,120,W,M,71,11/18/2017 20:25,Y,N,N,,,,Verbal Warning,,
722253,Equipment Violation,120,W,M,32,11/18/2017 20:28,N,N,N,,,,Verbal Warning,,
722359,Moving Violation,120,W,M,27,11/18/2017 20:33,Y,N,N,,,,Verbal Warning,,
722467,Equipment Violation,120,W,M,62,11/18/2017 20:44,N,N,N,,,,"Verbal Warning, cc",,
722791,Equipment Violation,610,W,F,24,11/18/2017 21:05,Y,N,N,,,,Citation,,
722929,Equipment Violation,120,H,M,26,11/18/2017 21:13,N,N,N,,,,Verbal Warning,,
722953,Equipment Violation,120,F,F,46,11/18/2017 21:14,Y,N,N,,,,Verbal Warning,,
723031,Radio Call,510,W,M,52,11/18/2017 21:22,Y,N,N,,,,Verbal Warning,,
723099,Moving Violation,120,H,M,61,11/18/2017 21:25,Y,N,N,,,,Verbal Warning,,
723123,Equipment Violation,120,W,M,55,11/18/2017 21:28,Y,N,N,,,,Verbal Warning,,
723240,Equipment Violation,240,O,M,34,11/18/2017 21:33,Y,N,N,,,,"Verbal Warning, warning",,
723278,Moving Violation,120,W,M,23,11/18/2017 21:36,Y,N,N,,,,Verbal Warning,,
723849,Moving Violation,720,H,F,26,11/18/2017 21:56,N,N,N,,,,Verbal Warning,,
723873,Moving Violation,810,B,M,63,11/18/2017 21:57,Y,N,N,,,,Verbal Warning,,
723888,Moving Violation,120,W,M,19,11/18/2017 21:58,Y,N,N,,,,Verbal Warning,,
723956,Equipment Violation,Unknown,H,M,24,11/18/2017 22:00,Y,N,N,,,,Verbal Warning,,
724075,Moving Violation,930,W,F,59,11/18/2017 22:03,Y,N,N,,,,Citation,,
724088,Equipment Violation,510,H,M,30,11/18/2017 22:05,N,N,N,,,,Verbal Warning,,
724121,Equipment Violation,720,H,M,36,11/18/2017 22:07,N,N,N,,,,Verbal Warning,,
724209,Equipment Violation,120,H,M,39,11/18/2017 22:09,Y,N,N,,,,Verbal Warning,,
724296,Equipment Violation,620,W,M,32,11/18/2017 22:12,Y,Y,Y,N,N,N,arrest,"Vehicle, Driver",Search Incident to Arrest
724306,Equipment Violation,930,W,M,29,11/18/2017 22:08,Y,N,N,,,,"Verbal Warning, prior ticket",,
724376,Equipment Violation,510,H,M,40,11/18/2017 22:17,N,N,N,,,,Verbal Warning,,
724564,Equipment Violation,120,W,M,25,11/18/2017 22:27,Y,N,N,,,,Verbal Warning,,
724608,Equipment Violation,120,W,M,25,11/18/2017 22:32,Y,N,N,,,,Verbal Warning,,
724741,Moving Violation,320,B,M,23,11/18/2017 22:38,Y,N,N,,,,Citation,,
724797,Equipment Violation,120,H,M,28,11/18/2017 22:43,Y,N,N,,,,Verbal Warning,,
724939,Equipment Violation,120,A,M,36,11/18/2017 22:53,N,N,N,,,,Verbal Warning,,
725033,Equipment Violation,820,H,M,43,11/18/2017 22:57,Y,N,Y,N,N,N,Verbal Warning,"Vehicle, Driver",4th Waiver Search
725063,Suspect Info,520,W,M,50,11/18/2017 23:00,Y,Y,Y,N,N,Y,arrest,Vehicle,"Search Incident to Arrest, 4th Waiver Search"
725195,Moving Violation,710,H,F,21,11/18/2017 23:06,Y,N,N,,,,Verbal Warning,,
